"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","55 - 59 years","Female","South Dublin","2002","Number","5593"
"2002 Population","55 - 59 years","Female","Kildare","2002","Number","3522"
"2002 Population","55 - 59 years","Female","Kilkenny","2002","Number","2031"
"2002 Population","55 - 59 years","Female","Laois","2002","Number","1349"
"2002 Population","55 - 59 years","Female","Longford","2002","Number","836"
"2002 Population","55 - 59 years","Female","Louth","2002","Number","2513"
"2002 Population","55 - 59 years","Female","Meath","2002","Number","3072"
"2002 Population","55 - 59 years","Female","Offaly","2002","Number","1590"
"2002 Population","55 - 59 years","Female","Westmeath","2002","Number","1648"
"2002 Population","55 - 59 years","Female","Wexford","2002","Number","3121"
"2002 Population","55 - 59 years","Female","Wicklow","2002","Number","2950"
"2002 Population","55 - 59 years","Female","Munster","2002","Number","28540"
"2002 Population","55 - 59 years","Female","Clare","2002","Number","2759"
"2002 Population","55 - 59 years","Female","Cork","2002","Number","11303"
"2002 Population","55 - 59 years","Female","Cork City","2002","Number","3219"
"2002 Population","55 - 59 years","Female","Cork County","2002","Number","8084"
"2002 Population","55 - 59 years","Female","Kerry","2002","Number","3724"
"2002 Population","55 - 59 years","Female","Limerick","2002","Number","4393"
"2002 Population","55 - 59 years","Female","Limerick City","2002","Number","1281"
"2002 Population","55 - 59 years","Female","Limerick County","2002","Number","3112"
"2002 Population","55 - 59 years","Female","North Tipperary","2002","Number","1638"
"2002 Population","55 - 59 years","Female","South Tipperary","2002","Number","2030"
"2002 Population","55 - 59 years","Female","Waterford","2002","Number","2693"
"2002 Population","55 - 59 years","Female","Waterford City","2002","Number","1098"
"2002 Population","55 - 59 years","Female","Waterford County","2002","Number","1595"
"2002 Population","55 - 59 years","Female","Connacht","2002","Number","11504"
"2002 Population","55 - 59 years","Female","Galway","2002","Number","4896"
"2002 Population","55 - 59 years","Female","Galway City","2002","Number","1391"
"2002 Population","55 - 59 years","Female","Galway County","2002","Number","3505"
"2002 Population","55 - 59 years","Female","Leitrim","2002","Number","690"
"2002 Population","55 - 59 years","Female","Mayo","2002","Number","2997"
"2002 Population","55 - 59 years","Female","Roscommon","2002","Number","1423"
"2002 Population","55 - 59 years","Female","Sligo","2002","Number","1498"
"2002 Population","55 - 59 years","Female","Ulster (part of)","2002","Number","6142"
"2002 Population","55 - 59 years","Female","Cavan","2002","Number","1376"
"2002 Population","55 - 59 years","Female","Donegal","2002","Number","3482"
"2002 Population","55 - 59 years","Female","Monaghan","2002","Number","1284"
"2002 Population","60 - 64 years","Both sexes","State","2002","Number","154252"
"2002 Population","60 - 64 years","Both sexes","Leinster","2002","Number","79365"
"2002 Population","60 - 64 years","Both sexes","Carlow","2002","Number","1833"
"2002 Population","60 - 64 years","Both sexes","Dublin","2002","Number","43188"
"2002 Population","60 - 64 years","Both sexes","Dublin City","2002","Number","20494"
"2002 Population","60 - 64 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","9017"
"2002 Population","60 - 64 years","Both sexes","Fingal","2002","Number","6148"
"2002 Population","60 - 64 years","Both sexes","South Dublin","2002","Number","7529"
"2002 Population","60 - 64 years","Both sexes","Kildare","2002","Number","4830"
"2002 Population","60 - 64 years","Both sexes","Kilkenny","2002","Number","3135"
"2002 Population","60 - 64 years","Both sexes","Laois","2002","Number","2178"
"2002 Population","60 - 64 years","Both sexes","Longford","2002","Number","1257"
"2002 Population","60 - 64 years","Both sexes","Louth","2002","Number","3867"
"2002 Population","60 - 64 years","Both sexes","Meath","2002","Number","4462"
"2002 Population","60 - 64 years","Both sexes","Offaly","2002","Number","2415"
"2002 Population","60 - 64 years","Both sexes","Westmeath","2002","Number","2636"
"2002 Population","60 - 64 years","Both sexes","Wexford","2002","Number","5105"
"2002 Population","60 - 64 years","Both sexes","Wicklow","2002","Number","4459"
"2002 Population","60 - 64 years","Both sexes","Munster","2002","Number","45726"
"2002 Population","60 - 64 years","Both sexes","Clare","2002","Number","4305"
"2002 Population","60 - 64 years","Both sexes","Cork","2002","Number","18181"
"2002 Population","60 - 64 years","Both sexes","Cork City","2002","Number","5799"
"2002 Population","60 - 64 years","Both sexes","Cork County","2002","Number","12382"
"2002 Population","60 - 64 years","Both sexes","Kerry","2002","Number","6064"
"2002 Population","60 - 64 years","Both sexes","Limerick","2002","Number","6962"
"2002 Population","60 - 64 years","Both sexes","Limerick City","2002","Number","2245"
"2002 Population","60 - 64 years","Both sexes","Limerick County","2002","Number","4717"
"2002 Population","60 - 64 years","Both sexes","North Tipperary","2002","Number","2461"
"2002 Population","60 - 64 years","Both sexes","South Tipperary","2002","Number","3366"
"2002 Population","60 - 64 years","Both sexes","Waterford","2002","Number","4387"
"2002 Population","60 - 64 years","Both sexes","Waterford City","2002","Number","1911"
"2002 Population","60 - 64 years","Both sexes","Waterford County","2002","Number","2476"
"2002 Population","60 - 64 years","Both sexes","Connacht","2002","Number","19195"
"2002 Population","60 - 64 years","Both sexes","Galway","2002","Number","8024"
"2002 Population","60 - 64 years","Both sexes","Galway City","2002","Number","2101"
"2002 Population","60 - 64 years","Both sexes","Galway County","2002","Number","5923"
"2002 Population","60 - 64 years","Both sexes","Leitrim","2002","Number","1209"
"2002 Population","60 - 64 years","Both sexes","Mayo","2002","Number","5182"
"2002 Population","60 - 64 years","Both sexes","Roscommon","2002","Number","2369"
"2002 Population","60 - 64 years","Both sexes","Sligo","2002","Number","2411"
"2002 Population","60 - 64 years","Both sexes","Ulster (part of)","2002","Number","9966"
"2002 Population","60 - 64 years","Both sexes","Cavan","2002","Number","2177"
"2002 Population","60 - 64 years","Both sexes","Donegal","2002","Number","5809"
"2002 Population","60 - 64 years","Both sexes","Monaghan","2002","Number","1980"
"2002 Population","60 - 64 years","Male","State","2002","Number","77559"
"2002 Population","60 - 64 years","Male","Leinster","2002","Number","39240"
"2002 Population","60 - 64 years","Male","Carlow","2002","Number","950"
"2002 Population","60 - 64 years","Male","Dublin","2002","Number","20738"
"2002 Population","60 - 64 years","Male","Dublin City","2002","Number","9678"
"2002 Population","60 - 64 years","Male","Dún Laoghaire-Rathdown","2002","Number","4152"
"2002 Population","60 - 64 years","Male","Fingal","2002","Number","3182"
"2002 Population","60 - 64 years","Male","South Dublin","2002","Number","3726"
"2002 Population","60 - 64 years","Male","Kildare","2002","Number","2486"
"2002 Population","60 - 64 years","Male","Kilkenny","2002","Number","1621"
"2002 Population","60 - 64 years","Male","Laois","2002","Number","1108"
"2002 Population","60 - 64 years","Male","Longford","2002","Number","652"
"2002 Population","60 - 64 years","Male","Louth","2002","Number","1960"
"2002 Population","60 - 64 years","Male","Meath","2002","Number","2269"
"2002 Population","60 - 64 years","Male","Offaly","2002","Number","1264"
"2002 Population","60 - 64 years","Male","Westmeath","2002","Number","1362"
"2002 Population","60 - 64 years","Male","Wexford","2002","Number","2595"
"2002 Population","60 - 64 years","Male","Wicklow","2002","Number","2235"
"2002 Population","60 - 64 years","Male","Munster","2002","Number","23154"
"2002 Population","60 - 64 years","Male","Clare","2002","Number","2238"
"2002 Population","60 - 64 years","Male","Cork","2002","Number","9124"
"2002 Population","60 - 64 years","Male","Cork City","2002","Number","2781"
"2002 Population","60 - 64 years","Male","Cork County","2002","Number","6343"
"2002 Population","60 - 64 years","Male","Kerry","2002","Number","3067"
"2002 Population","60 - 64 years","Male","Limerick","2002","Number","3497"
"2002 Population","60 - 64 years","Male","Limerick City","2002","Number","1055"
"2002 Population","60 - 64 years","Male","Limerick County","2002","Number","2442"
"2002 Population","60 - 64 years","Male","North Tipperary","2002","Number","1251"
"2002 Population","60 - 64 years","Male","South Tipperary","2002","Number","1743"
"2002 Population","60 - 64 years","Male","Waterford","2002","Number","2234"
"2002 Population","60 - 64 years","Male","Waterford City","2002","Number","924"
"2002 Population","60 - 64 years","Male","Waterford County","2002","Number","1310"
"2002 Population","60 - 64 years","Male","Connacht","2002","Number","10006"
"2002 Population","60 - 64 years","Male","Galway","2002","Number","4197"
"2002 Population","60 - 64 years","Male","Galway City","2002","Number","989"
"2002 Population","60 - 64 years","Male","Galway County","2002","Number","3208"
"2002 Population","60 - 64 years","Male","Leitrim","2002","Number","657"
"2002 Population","60 - 64 years","Male","Mayo","2002","Number","2713"
"2002 Population","60 - 64 years","Male","Roscommon","2002","Number","1217"
"2002 Population","60 - 64 years","Male","Sligo","2002","Number","1222"
"2002 Population","60 - 64 years","Male","Ulster (part of)","2002","Number","5159"
"2002 Population","60 - 64 years","Male","Cavan","2002","Number","1194"
"2002 Population","60 - 64 years","Male","Donegal","2002","Number","2991"
"2002 Population","60 - 64 years","Male","Monaghan","2002","Number","974"
"2002 Population","60 - 64 years","Female","State","2002","Number","76693"
"2002 Population","60 - 64 years","Female","Leinster","2002","Number","40125"
"2002 Population","60 - 64 years","Female","Carlow","2002","Number","883"
"2002 Population","60 - 64 years","Female","Dublin","2002","Number","22450"
"2002 Population","60 - 64 years","Female","Dublin City","2002","Number","10816"
"2002 Population","60 - 64 years","Female","Dún Laoghaire-Rathdown","2002","Number","4865"
"2002 Population","60 - 64 years","Female","Fingal","2002","Number","2966"
"2002 Population","60 - 64 years","Female","South Dublin","2002","Number","3803"
"2002 Population","60 - 64 years","Female","Kildare","2002","Number","2344"
"2002 Population","60 - 64 years","Female","Kilkenny","2002","Number","1514"
"2002 Population","60 - 64 years","Female","Laois","2002","Number","1070"
"2002 Population","60 - 64 years","Female","Longford","2002","Number","605"
"2002 Population","60 - 64 years","Female","Louth","2002","Number","1907"
"2002 Population","60 - 64 years","Female","Meath","2002","Number","2193"
"2002 Population","60 - 64 years","Female","Offaly","2002","Number","1151"
"2002 Population","60 - 64 years","Female","Westmeath","2002","Number","1274"
"2002 Population","60 - 64 years","Female","Wexford","2002","Number","2510"
"2002 Population","60 - 64 years","Female","Wicklow","2002","Number","2224"
"2002 Population","60 - 64 years","Female","Munster","2002","Number","22572"
"2002 Population","60 - 64 years","Female","Clare","2002","Number","2067"
"2002 Population","60 - 64 years","Female","Cork","2002","Number","9057"
"2002 Population","60 - 64 years","Female","Cork City","2002","Number","3018"
"2002 Population","60 - 64 years","Female","Cork County","2002","Number","6039"
"2002 Population","60 - 64 years","Female","Kerry","2002","Number","2997"
"2002 Population","60 - 64 years","Female","Limerick","2002","Number","3465"
"2002 Population","60 - 64 years","Female","Limerick City","2002","Number","1190"
"2002 Population","60 - 64 years","Female","Limerick County","2002","Number","2275"
"2002 Population","60 - 64 years","Female","North Tipperary","2002","Number","1210"
"2002 Population","60 - 64 years","Female","South Tipperary","2002","Number","1623"
"2002 Population","60 - 64 years","Female","Waterford","2002","Number","2153"
"2002 Population","60 - 64 years","Female","Waterford City","2002","Number","987"
"2002 Population","60 - 64 years","Female","Waterford County","2002","Number","1166"
"2002 Population","60 - 64 years","Female","Connacht","2002","Number","9189"
"2002 Population","60 - 64 years","Female","Galway","2002","Number","3827"
"2002 Population","60 - 64 years","Female","Galway City","2002","Number","1112"
"2002 Population","60 - 64 years","Female","Galway County","2002","Number","2715"
"2002 Population","60 - 64 years","Female","Leitrim","2002","Number","552"
"2002 Population","60 - 64 years","Female","Mayo","2002","Number","2469"
"2002 Population","60 - 64 years","Female","Roscommon","2002","Number","1152"
"2002 Population","60 - 64 years","Female","Sligo","2002","Number","1189"
"2002 Population","60 - 64 years","Female","Ulster (part of)","2002","Number","4807"
"2002 Population","60 - 64 years","Female","Cavan","2002","Number","983"
"2002 Population","60 - 64 years","Female","Donegal","2002","Number","2818"
