"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"Population","35 - 39 years","Both sexes","Offaly","2006","Number","5289"
"Population","35 - 39 years","Both sexes","Westmeath","2006","Number","6244"
"Population","35 - 39 years","Both sexes","Wexford","2006","Number","10234"
"Population","35 - 39 years","Both sexes","Wicklow","2006","Number","10041"
"Population","35 - 39 years","Both sexes","Munster","2006","Number","87094"
"Population","35 - 39 years","Both sexes","Clare","2006","Number","8753"
"Population","35 - 39 years","Both sexes","Cork","2006","Number","36560"
"Population","35 - 39 years","Both sexes","Cork City","2006","Number","7134"
"Population","35 - 39 years","Both sexes","Cork County","2006","Number","29426"
"Population","35 - 39 years","Both sexes","Kerry","2006","Number","9889"
"Population","35 - 39 years","Both sexes","Limerick","2006","Number","13055"
"Population","35 - 39 years","Both sexes","Limerick City","2006","Number","3442"
"Population","35 - 39 years","Both sexes","Limerick County","2006","Number","9613"
"Population","35 - 39 years","Both sexes","North Tipperary","2006","Number","4837"
"Population","35 - 39 years","Both sexes","South Tipperary","2006","Number","6025"
"Population","35 - 39 years","Both sexes","Waterford","2006","Number","7975"
"Population","35 - 39 years","Both sexes","Waterford City","2006","Number","3205"
"Population","35 - 39 years","Both sexes","Waterford County","2006","Number","4770"
"Population","35 - 39 years","Both sexes","Connacht","2006","Number","36174"
"Population","35 - 39 years","Both sexes","Galway","2006","Number","17299"
"Population","35 - 39 years","Both sexes","Galway City","2006","Number","4689"
"Population","35 - 39 years","Both sexes","Galway County","2006","Number","12610"
"Population","35 - 39 years","Both sexes","Leitrim","2006","Number","2004"
"Population","35 - 39 years","Both sexes","Mayo","2006","Number","8539"
"Population","35 - 39 years","Both sexes","Roscommon","2006","Number","4190"
"Population","35 - 39 years","Both sexes","Sligo","2006","Number","4142"
"Population","35 - 39 years","Both sexes","Ulster (part of)","2006","Number","19588"
"Population","35 - 39 years","Both sexes","Cavan","2006","Number","4760"
"Population","35 - 39 years","Both sexes","Donegal","2006","Number","10863"
"Population","35 - 39 years","Both sexes","Monaghan","2006","Number","3965"
"Population","35 - 39 years","Male","State","2006","Number","163811"
"Population","35 - 39 years","Male","Leinster","2006","Number","90806"
"Population","35 - 39 years","Male","Carlow","2006","Number","1937"
"Population","35 - 39 years","Male","Dublin","2006","Number","45299"
"Population","35 - 39 years","Male","Dublin City","2006","Number","19016"
"Population","35 - 39 years","Male","Dún Laoghaire-Rathdown","2006","Number","6514"
"Population","35 - 39 years","Male","Fingal","2006","Number","10437"
"Population","35 - 39 years","Male","South Dublin","2006","Number","9332"
"Population","35 - 39 years","Male","Kildare","2006","Number","8365"
"Population","35 - 39 years","Male","Kilkenny","2006","Number","3341"
"Population","35 - 39 years","Male","Laois","2006","Number","2790"
"Population","35 - 39 years","Male","Longford","2006","Number","1210"
"Population","35 - 39 years","Male","Louth","2006","Number","4536"
"Population","35 - 39 years","Male","Meath","2006","Number","7379"
"Population","35 - 39 years","Male","Offaly","2006","Number","2667"
"Population","35 - 39 years","Male","Westmeath","2006","Number","3150"
"Population","35 - 39 years","Male","Wexford","2006","Number","5206"
"Population","35 - 39 years","Male","Wicklow","2006","Number","4926"
"Population","35 - 39 years","Male","Munster","2006","Number","44561"
"Population","35 - 39 years","Male","Clare","2006","Number","4496"
"Population","35 - 39 years","Male","Cork","2006","Number","18720"
"Population","35 - 39 years","Male","Cork City","2006","Number","3719"
"Population","35 - 39 years","Male","Cork County","2006","Number","15001"
"Population","35 - 39 years","Male","Kerry","2006","Number","5089"
"Population","35 - 39 years","Male","Limerick","2006","Number","6731"
"Population","35 - 39 years","Male","Limerick City","2006","Number","1753"
"Population","35 - 39 years","Male","Limerick County","2006","Number","4978"
"Population","35 - 39 years","Male","North Tipperary","2006","Number","2481"
"Population","35 - 39 years","Male","South Tipperary","2006","Number","3015"
"Population","35 - 39 years","Male","Waterford","2006","Number","4029"
"Population","35 - 39 years","Male","Waterford City","2006","Number","1639"
"Population","35 - 39 years","Male","Waterford County","2006","Number","2390"
"Population","35 - 39 years","Male","Connacht","2006","Number","18483"
"Population","35 - 39 years","Male","Galway","2006","Number","8776"
"Population","35 - 39 years","Male","Galway City","2006","Number","2319"
"Population","35 - 39 years","Male","Galway County","2006","Number","6457"
"Population","35 - 39 years","Male","Leitrim","2006","Number","1038"
"Population","35 - 39 years","Male","Mayo","2006","Number","4357"
"Population","35 - 39 years","Male","Roscommon","2006","Number","2210"
"Population","35 - 39 years","Male","Sligo","2006","Number","2102"
"Population","35 - 39 years","Male","Ulster (part of)","2006","Number","9961"
"Population","35 - 39 years","Male","Cavan","2006","Number","2457"
"Population","35 - 39 years","Male","Donegal","2006","Number","5450"
"Population","35 - 39 years","Male","Monaghan","2006","Number","2054"
"Population","35 - 39 years","Female","State","2006","Number","158294"
"Population","35 - 39 years","Female","Leinster","2006","Number","88443"
"Population","35 - 39 years","Female","Carlow","2006","Number","1846"
"Population","35 - 39 years","Female","Dublin","2006","Number","44522"
"Population","35 - 39 years","Female","Dublin City","2006","Number","18014"
"Population","35 - 39 years","Female","Dún Laoghaire-Rathdown","2006","Number","7039"
"Population","35 - 39 years","Female","Fingal","2006","Number","10210"
"Population","35 - 39 years","Female","South Dublin","2006","Number","9259"
"Population","35 - 39 years","Female","Kildare","2006","Number","7844"
"Population","35 - 39 years","Female","Kilkenny","2006","Number","3247"
"Population","35 - 39 years","Female","Laois","2006","Number","2528"
"Population","35 - 39 years","Female","Longford","2006","Number","1224"
"Population","35 - 39 years","Female","Louth","2006","Number","4370"
"Population","35 - 39 years","Female","Meath","2006","Number","7003"
"Population","35 - 39 years","Female","Offaly","2006","Number","2622"
"Population","35 - 39 years","Female","Westmeath","2006","Number","3094"
"Population","35 - 39 years","Female","Wexford","2006","Number","5028"
"Population","35 - 39 years","Female","Wicklow","2006","Number","5115"
"Population","35 - 39 years","Female","Munster","2006","Number","42533"
"Population","35 - 39 years","Female","Clare","2006","Number","4257"
"Population","35 - 39 years","Female","Cork","2006","Number","17840"
"Population","35 - 39 years","Female","Cork City","2006","Number","3415"
"Population","35 - 39 years","Female","Cork County","2006","Number","14425"
"Population","35 - 39 years","Female","Kerry","2006","Number","4800"
"Population","35 - 39 years","Female","Limerick","2006","Number","6324"
"Population","35 - 39 years","Female","Limerick City","2006","Number","1689"
"Population","35 - 39 years","Female","Limerick County","2006","Number","4635"
"Population","35 - 39 years","Female","North Tipperary","2006","Number","2356"
"Population","35 - 39 years","Female","South Tipperary","2006","Number","3010"
"Population","35 - 39 years","Female","Waterford","2006","Number","3946"
"Population","35 - 39 years","Female","Waterford City","2006","Number","1566"
"Population","35 - 39 years","Female","Waterford County","2006","Number","2380"
"Population","35 - 39 years","Female","Connacht","2006","Number","17691"
"Population","35 - 39 years","Female","Galway","2006","Number","8523"
"Population","35 - 39 years","Female","Galway City","2006","Number","2370"
"Population","35 - 39 years","Female","Galway County","2006","Number","6153"
"Population","35 - 39 years","Female","Leitrim","2006","Number","966"
"Population","35 - 39 years","Female","Mayo","2006","Number","4182"
"Population","35 - 39 years","Female","Roscommon","2006","Number","1980"
"Population","35 - 39 years","Female","Sligo","2006","Number","2040"
"Population","35 - 39 years","Female","Ulster (part of)","2006","Number","9627"
"Population","35 - 39 years","Female","Cavan","2006","Number","2303"
"Population","35 - 39 years","Female","Donegal","2006","Number","5413"
"Population","35 - 39 years","Female","Monaghan","2006","Number","1911"
"Population","40 - 44 years","Both sexes","State","2006","Number","301329"
"Population","40 - 44 years","Both sexes","Leinster","2006","Number","163288"
"Population","40 - 44 years","Both sexes","Carlow","2006","Number","3646"
"Population","40 - 44 years","Both sexes","Dublin","2006","Number","80831"
"Population","40 - 44 years","Both sexes","Dublin City","2006","Number","32979"
"Population","40 - 44 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","14165"
"Population","40 - 44 years","Both sexes","Fingal","2006","Number","17062"
"Population","40 - 44 years","Both sexes","South Dublin","2006","Number","16625"
"Population","40 - 44 years","Both sexes","Kildare","2006","Number","14099"
"Population","40 - 44 years","Both sexes","Kilkenny","2006","Number","6437"
"Population","40 - 44 years","Both sexes","Laois","2006","Number","4874"
"Population","40 - 44 years","Both sexes","Longford","2006","Number","2347"
"Population","40 - 44 years","Both sexes","Louth","2006","Number","8076"
"Population","40 - 44 years","Both sexes","Meath","2006","Number","12493"
"Population","40 - 44 years","Both sexes","Offaly","2006","Number","5148"
"Population","40 - 44 years","Both sexes","Westmeath","2006","Number","5754"
"Population","40 - 44 years","Both sexes","Wexford","2006","Number","9768"
"Population","40 - 44 years","Both sexes","Wicklow","2006","Number","9815"
"Population","40 - 44 years","Both sexes","Munster","2006","Number","84463"
"Population","40 - 44 years","Both sexes","Clare","2006","Number","8246"
"Population","40 - 44 years","Both sexes","Cork","2006","Number","35081"
"Population","40 - 44 years","Both sexes","Cork City","2006","Number","7485"
"Population","40 - 44 years","Both sexes","Cork County","2006","Number","27596"
"Population","40 - 44 years","Both sexes","Kerry","2006","Number","10007"
"Population","40 - 44 years","Both sexes","Limerick","2006","Number","12405"
"Population","40 - 44 years","Both sexes","Limerick City","2006","Number","3364"
"Population","40 - 44 years","Both sexes","Limerick County","2006","Number","9041"
"Population","40 - 44 years","Both sexes","North Tipperary","2006","Number","4878"
"Population","40 - 44 years","Both sexes","South Tipperary","2006","Number","6062"
"Population","40 - 44 years","Both sexes","Waterford","2006","Number","7784"
"Population","40 - 44 years","Both sexes","Waterford City","2006","Number","3098"
"Population","40 - 44 years","Both sexes","Waterford County","2006","Number","4686"
"Population","40 - 44 years","Both sexes","Connacht","2006","Number","35007"
"Population","40 - 44 years","Both sexes","Galway","2006","Number","15762"
"Population","40 - 44 years","Both sexes","Galway City","2006","Number","4039"
"Population","40 - 44 years","Both sexes","Galway County","2006","Number","11723"
"Population","40 - 44 years","Both sexes","Leitrim","2006","Number","2013"
"Population","40 - 44 years","Both sexes","Mayo","2006","Number","8714"
"Population","40 - 44 years","Both sexes","Roscommon","2006","Number","4206"
"Population","40 - 44 years","Both sexes","Sligo","2006","Number","4312"
"Population","40 - 44 years","Both sexes","Ulster (part of)","2006","Number","18571"
"Population","40 - 44 years","Both sexes","Cavan","2006","Number","4567"
"Population","40 - 44 years","Both sexes","Donegal","2006","Number","10060"
"Population","40 - 44 years","Both sexes","Monaghan","2006","Number","3944"
"Population","40 - 44 years","Male","State","2006","Number","151438"
"Population","40 - 44 years","Male","Leinster","2006","Number","81598"
"Population","40 - 44 years","Male","Carlow","2006","Number","1876"
